AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALES_PRICE,Area
Adyar,1059,10,1.0,1.0,3,0,11-06-1975,229854,80760,6212280,0
KK Nagar,2172,134,3.0,2.0,5,2,30-03-1994,455951,104217,13027180,9
KK Nagar,2451,74,4.0,2.0,6,2,31-08-1998,614042,237694,19807800,9
Velachery,1834,142,3.0,2.0,5,0,27-06-1974,508630,219948,13746750,15
Velachery,1609,12,2.0,1.0,4,0,19-04-1991,288935,183868,8755610,15
Anna Nagar,1845,130,2.0,1.0,5,0,15-10-1970,691035,167524,20940440,4
KK Nagar,2084,24,3.0,2.0,5,2,23-10-1983,760155,144792,18098940,9
Adyar,936,110,1.0,1.0,3,2,28-03-1998,305560,118829,8487780,0
KK Nagar,2403,196,4.0,2.0,6,0,13-11-2003,683907,166356,18483960,9
Anna Nagar,1533,70,1.0,1.0,4,2,02-10-1978,422267,87366,14560920,4
Chrompet,856,83,1.0,1.0,3,2,15-06-1989,264761,85407,8540670,7
Chrompet,841,190,1.0,1.0,3,0,16-04-2002,339061,76562,10937450,7
Chrompet,1083,138,1.0,1.0,3,0,25-09-1999,250620,103705,8642060,7
Velachery,1721,31,2.0,1.0,4,0,08-07-1986,290355,158376,8798650,15
Chrompet,1276,98,2.0,1.0,4,2,04-02-1973,250006,28847,9615620,7
Chrompet,974,37,1.0,1.0,3,0,21-06-2006,342567,200815,11812650,7
Adyar,827,52,1.0,1.0,3,0,28-04-1999,228547,6349,6348535,0
Chrompet,1159,106,1.0,1.0,3,2,06-10-1979,298702,72413,9051580,7
Chrompet,742,108,1.0,1.0,2,0,10-12-2005,168128,94151,6725100,7
Karapakkam,849,198,1.0,1.0,2,2,09-05-1967,416559,179878,9467250,12
Chrompet,960,116,1.0,1.0,3,0,21-06-1999,254990,95621,7968450,7
Velachery,1928,186,3.0,2.0,5,2,23-10-1994,484639,176232,14686020,15
Velachery,1648,85,2.0,1.0,4,2,08-09-1992,321926,156836,8254510,15
T Nagar,1538,133,1.0,1.0,4,0,16-11-1988,614614,122923,17560410,13
Chrompet,715,39,1.0,1.0,2,2,05-10-1981,219008,109504,7300250,7
Karapakkam,1201,104,1.0,1.0,3,0,25-08-1972,339946,149245,8291375,12
Adyar,668,128,1.0,1.0,2,0,25-07-1988,197999,15231,5076885,0
Velachery,1545,68,2.0,1.0,4,0,07-08-2004,275973,155235,8624170,15
Adyar,1206,93,2.0,2.0,4,0,16-10-2000,327575,92393,8399365,0
Velachery,1694,32,2.0,1.0,4,0,06-10-1957,520386,252759,14868160,15
Anna Nagar,1656,87,1.0,1.0,4,0,28-05-1998,374593,77502,12917000,4
Chrompet,964,52,1.0,1.0,3,2,07-04-1973,271568,135784,9052280,7
Adyar,951,118,1.0,1.0,3,2,31-07-1994,355863,18730,9364825,0
Karapakkam,835,79,1.0,1.0,2,2,19-08-1973,206532,116174,6454125,12
Anna Nagar,1548,123,1.0,1.0,4,2,14-06-1976,351171,205859,12109340,4
Chrompet,827,176,1.0,1.0,3,2,07-09-1992,278450,147926,8701550,7
KK Nagar,1834,70,3.0,2.0,5,2,16-03-1983,479280,217854,10892720,9
Velachery,1840,8,3.0,2.0,5,0,04-04-1999,334092,154196,8566460,15
Velachery,1973,63,3.0,2.0,5,2,06-06-1974,636288,127258,18179660,15
Anna Nagar,1829,57,2.0,1.0,5,0,16-08-1968,371773,180253,11265840,4
T Nagar,1851,69,2.0,1.0,5,2,06-12-2001,779777,303246,21660460,13
Karapakkam,1519,24,2.0,2.0,4,2,08-07-1987,544320,145152,12096000,12
Velachery,1822,140,3.0,2.0,5,0,20-08-1982,472639,111209,13901150,15
Karapakkam,721,47,1.0,1.0,2,2,24-12-1980,279808,142759,5710375,12
Chrompet,1022,37,1.0,1.0,3,0,19-03-1975,214048,90559,8232600,7
Karapakkam,588,58,1.0,1.0,2,2,19-06-1994,204262,74277,6189750,12
Anna Nagar,1716,13,1.0,1.0,4,0,04-07-1997,438769,60940,12188020,4
Chrompet,955,39,1.0,1.0,3,2,15-02-1991,265955,112830,8059250,7
Karapakkam,817,28,1.0,1.0,2,2,15-05-1999,378405,75681,8409000,12
Adyar,1036,115,1.0,1.0,3,2,25-02-1986,306996,71633,10233215,0
Velachery,1682,62,2.0,1.0,4,2,15-10-1960,278508,157821,9283610,15
Adyar,628,121,1.0,1.0,2,2,12-01-1991,281331,45621,7603540,0
Chrompet,941,55,1.0,1.0,3,2,18-09-1979,307584,36910,12303350,7
Karapakkam,647,10,1.0,1.0,2,2,27-04-1974,198850,104396,4971250,12
Chrompet,838,136,1.0,1.0,3,2,06-03-1976,278056,121650,8689250,7
Karapakkam,849,40,1.0,1.0,2,2,17-12-1978,213106,58120,6457750,12
Adyar,1048,165,1.0,1.0,3,2,01-08-1993,295471,123907,9531325,0
KK Nagar,2383,181,4.0,2.0,6,2,27-11-2006,942859,294644,19642900,9
Chrompet,820,116,1.0,1.0,3,0,15-06-2006,193748,29807,7451850,7
Karapakkam,752,132,1.0,1.0,2,2,29-06-1963,200690,131882,5734000,12
T Nagar,1923,39,2.0,1.0,5,0,16-04-2003,407124,210128,13133030,13
Velachery,2000,130,3.0,2.0,5,0,01-04-1960,513698,211523,15108770,15
Karapakkam,1412,107,2.0,2.0,4,0,18-03-2003,338511,203107,9671750,12
Chrompet,979,21,1.0,1.0,3,2,03-01-1979,254336,61041,10173430,7
Chrompet,1000,80,1.0,1.0,3,0,07-03-2000,315838,29610,9869950,7
Adyar,961,141,1.0,1.0,3,0,01-04-1969,324737,8327,8326585,0
Karapakkam,1297,175,1.0,1.0,3,0,03-05-1968,435435,118755,9896250,12
Karapakkam,714,71,1.0,1.0,2,2,28-06-1993,286825,80311,5736500,12
Velachery,1505,96,2.0,1.0,4,2,19-01-1997,445275,98950,12368750,15
Velachery,1955,101,3.0,2.0,5,0,17-07-1961,274724,132931,8862060,15
Velachery,1578,193,2.0,1.0,4,2,11-11-1965,561985,182645,14049630,15
Chrompet,812,145,1.0,1.0,3,0,20-09-2005,232208,94603,8600300,7
Anna Nagar,1898,58,2.0,1.0,5,2,08-05-2002,649726,81216,16243160,4
Velachery,1868,103,3.0,2.0,5,0,13-05-1973,243305,137873,8110160,15
Chrompet,701,102,1.0,1.0,2,0,03-04-1969,209736,41947,8389450,7
Chrompet,1068,141,1.0,1.0,3,0,01-01-2003,254391,145366,9085400,7
Velachery,1521,168,2.0,1.0,4,0,26-08-1960,325438,68513,8564170,15
Anna Nagar,1572,113,1.0,1.0,4,2,01-12-1980,309093,206062,11447880,4
T Nagar,1910,73,2.0,1.0,5,2,21-03-1969,615881,138573,15397020,13
Chrompet,901,174,1.0,1.0,3,0,06-07-1984,217614,121864,8704550,7
Velachery,1586,55,2.0,1.0,4,0,06-04-1993,266316,79175,7197730,15
Velachery,1782,193,2.0,1.0,4,2,27-10-1989,347256,75962,10851750,15
Karapakkam,684,54,1.0,1.0,2,0,11-05-1970,235802,142910,7145500,12
Chrompet,1165,184,1.0,1.0,3,0,23-06-1985,312306,137415,12492250,7
Adyar,698,82,1.0,1.0,2,0,23-02-1974,171749,52479,4770810,0
T Nagar,1904,57,2.0,1.0,5,2,03-11-1965,553383,239301,14956290,13
KK Nagar,2386,165,4.0,2.0,6,2,05-08-2003,740155,350600,19477760,9
Anna Nagar,1640,182,1.0,1.0,4,0,29-12-1992,586091,253973,19536370,4
Karapakkam,1282,17,1.0,1.0,3,2,27-05-1961,267433,75579,5813750,12
Adyar,787,31,1.0,1.0,2,0,21-01-1972,276937,67363,7484785,0
KK Nagar,1508,44,2.0,1.0,4,2,22-03-1982,413081,167465,11164340,9
Anna Nagar,1864,184,2.0,,5,2,07-03-1997,575606,124455,15556920,4
T Nagar,1803,56,2.0,1.0,5,2,05-12-1989,556915,185638,20626490,13
Chrompet,1200,69,1.0,1.0,3,2,30-10-1993,257288,133790,10291500,7
T Nagar,1743,197,1.0,1.0,4,0,10-11-1963,598641,279366,19954710,13
Chrompet,771,3,1.0,1.0,2,2,10-02-2001,196113,37714,7542800,7
KK Nagar,1325,143,1.0,1.0,3,0,23-01-1987,347098,147517,8677460,9
Velachery,1569,40,2.0,1.0,4,2,28-12-2002,285994,151934,8937320,15
Chrompet,1019,37,1.0,1.0,3,2,14-03-1999,266239,49304,9860700,7
Karapakkam,1524,134,2.0,2.0,4,0,08-06-1969,173200,97425,5412500,12
Chrompet,1202,55,2.0,1.0,4,0,11-06-1978,313720,125488,12548800,7
Chrompet,802,67,1.0,1.0,3,0,07-08-1971,303417,68514,9787650,7
Anna Nagar,1968,136,2.0,1.0,5,2,18-02-2002,903181,429011,22579530,4
Velachery,1693,134,2.0,1.0,4,2,02-08-1957,310390,65345,8168160,15
Chrompet,932,58,1.0,1.0,3,2,12-01-1977,267741,142795,8924700,7
Karapakkam,1071,94,1.0,1.0,3,0,02-10-1998,233217,97174,6478250,12
Velachery,1866,36,3.0,2.0,5,2,10-08-1988,384325,131480,10113810,15
Velachery,1844,118,3.0,2.0,5,0,16-09-1995,306343,105306,9573230,15
Chrompet,1016,87,1.0,1.0,3,0,19-05-2004,240203,151239,8896420,7
Karapakkam,803,141,1.0,1.0,2,0,14-02-1964,280602,77945,7794500,12
Chrompet,862,83,1.0,1.0,3,0,04-09-2002,231726,111868,7990550,7
Velachery,1500,138,2.0,1.0,4,2,09-07-1952,292087,122984,7686500,15
KK Nagar,2491,137,4.0,2.0,6,2,05-06-1979,860696,420340,20016180,9
Velachery,1704,154,2.0,1.0,4,0,21-01-1993,353192,196218,9810880,15
Velachery,1803,108,3.0,2.0,5,0,12-02-1994,588235,161765,14705880,15
T Nagar,1541,184,1.0,1.0,4,0,05-03-1995,463319,125221,12522140,13
Chrompet,1178,82,1.0,1.0,3,2,20-10-1984,419707,114466,12718400,7
Karapakkam,1473,185,2.0,2.0,4,2,26-07-2000,592092,265837,12083500,12
Karapakkam,594,121,1.0,1.0,2,2,20-04-1963,241166,130360,6518000,12
T Nagar,1701,110,1.0,1.0,4,2,11-05-1993,593367,368297,20460930,13
Karapakkam,1169,136,1.0,1.0,3,0,05-01-1971,316932,115248,7203000,12
Anna Nagar,1684,82,1.0,1.0,4,2,09-01-1990,735253,317947,19871700,4
T Nagar,1569,191,1.0,1.0,4,0,21-07-1994,586124,274746,18316390,13
Chrompet,1232,82,2.0,1.0,4,2,17-07-1986,294453,98151,9815100,7
Chrompet,958,119,1.0,1.0,3,0,02-02-1989,270035,150020,10001300,7
KK Nagar,1583,9,2.0,1.0,4,0,29-03-1980,412284,105468,9588000,9
Adyar,907,6,1.0,1.0,3,2,12-05-1975,206045,26586,6646610,0
KK Nagar,1702,18,2.0,1.0,4,2,10-08-1992,701843,389913,15596520,9
Karapakkam,739,41,1.0,1.0,2,0,22-02-1968,333960,153065,6957500,12
Velachery,1760,130,2.0,1.0,4,2,13-10-1957,211721,119975,7057360,15
Velachery,1956,98,3.0,2.0,5,2,09-08-1973,294996,173527,8676350,15
Chrompet,714,105,1.0,1.0,2,2,18-07-2008,242292,145375,9691680,7
T Nagar,1848,11,2.0,1.0,5,2,05-09-1992,529009,83528,13921280,13
Chrompet,1005,196,1.0,1.0,3,2,26-05-1987,403493,161397,13449750,7
Anna Nagar,1638,6,1.0,1.0,4,0,26-05-1991,462151,194590,12161870,4
Chrompet,1294,80,2.0,1.0,4,2,08-11-2005,345883,100418,11157530,7
T Nagar,1653,98,1.0,1.0,4,2,19-04-1994,528334,189658,13547020,13
Anna Nagar,1950,48,2.0,1.0,5,0,05-02-1970,449090,112272,14034060,4
Velachery,1841,8,3.0,2.0,5,2,20-06-1972,571030,130521,16315140,15
Karapakkam,1252,58,1.0,1.0,3,0,11-11-1975,344697,233504,11119250,12
T Nagar,1817,12,2.0,1.0,5,2,18-09-1984,593251,217525,19775040,13
KK Nagar,1337,85,2.0,1.0,4,2,19-05-1992,350199,78795,8754980,9
Velachery,1561,144,2.0,1.0,4,2,22-11-1970,295037,143304,8429640,15
Anna Nagar,1517,64,1.0,1.0,4,0,04-09-1990,723058,180765,18076450,4
T Nagar,1917,4,2.0,1.0,5,0,20-01-1977,447179,153319,12776550,13
Karapakkam,766,183,1.0,1.0,2,0,21-04-1973,195254,126341,5742750,12
Karapakkam,745,81,1.0,1.0,2,0,11-07-1985,272552,97839,6988500,12
Velachery,1562,11,2.0,1.0,4,2,06-09-1958,347943,178942,9941220,15
KK Nagar,2371,54,4.0,2.0,6,2,08-07-1981,611145,241911,12732180,9
Chrompet,991,114,1.0,1.0,3,0,01-05-1989,243276,104261,8688420,7
Karapakkam,1582,143,2.0,2.0,4,0,13-09-1994,262120,180208,8191250,12
Karapakkam,1348,65,2.0,2.0,4,2,08-02-2003,531740,120850,12085000,12
KK Nagar,1933,165,3.0,2.0,5,2,16-10-1991,540069,293516,11740620,9
Velachery,1737,175,2.0,1.0,4,0,07-11-1968,326955,186831,9341570,15
KK Nagar,2335,142,4.0,2.0,6,2,22-02-1993,750333,356408,18758320,9
Anna Nagar,1946,90,2.0,1.0,5,2,05-02-1975,378470,247461,14556550,4
Anna Nagar,1554,190,1.0,1.0,4,0,11-07-2002,399703,103149,12893650,4
Chrompet,1039,39,1.0,1.0,3,0,17-03-1986,198525,51469,7352780,7
KK Nagar,1703,104,2.0,1.0,4,2,14-09-1998,505021,342111,16291000,9
Chrompet,883,196,1.0,1.0,3,0,18-03-1995,263187,31901,7975350,7
Chrompet,1226,91,2.0,1.0,4,2,17-03-1967,325538,138107,9864800,7
Anna Nagar,1867,14,2.0,1.0,5,0,26-08-1967,363107,93705,11713120,4
T Nagar,1950,130,2.0,1.0,5,0,12-07-1966,331637,89287,12755280,13
Chrompet,1062,105,1.0,1.0,3,2,07-06-2002,269653,129833,9987140,7
Chrompet,870,131,1.0,1.0,3,2,03-07-1993,266761,101185,9198650,7
Chrompet,1032,33,1.0,1.0,3,2,30-09-2004,315433,73601,10514440,7
Adyar,1015,69,1.0,1.0,3,2,11-08-2000,398972,84630,12090050,0
KK Nagar,2289,195,4.0,2.0,6,0,13-11-2002,609344,233366,12964760,9
Adyar,785,109,1.0,1.0,2,2,28-03-1987,275570,115562,8889360,0
Adyar,878,181,1.0,1.0,3,0,11-12-1979,320462,82170,8216980,0
T Nagar,1884,99,2.0,1.0,5,2,06-01-1996,593790,178137,14844750,13
Adyar,852,55,1.0,1.0,3,2,03-09-1992,415123,106442,10644170,0
Karapakkam,1155,97,1.0,1.0,3,2,04-02-1999,240153,58219,7277375,12
Anna Nagar,1650,159,1.0,1.0,4,0,25-02-1995,392031,95038,11879730,4
Velachery,1831,64,3.0,2.0,5,2,20-01-1979,423120,119342,10849240,15
T Nagar,1509,111,1.0,1.0,4,0,30-08-1986,273106,63024,10504060,13
Karapakkam,1389,17,2.0,2.0,4,2,09-06-1981,505517,274738,10989500,12
Chrompet,1149,36,1.0,1.0,3,0,20-04-1981,257116,101010,9182700,7
KK Nagar,1402,70,2.0,1.0,4,2,23-11-1984,394564,263043,10960120,9
Anna Nagar,1781,0,1.0,1.0,4,0,31-07-1988,492799,181558,12968400,4
KK Nagar,1632,152,2.0,1.0,4,0,08-03-2004,303869,128914,9208160,9
T Nagar,1604,68,1.0,1.0,4,0,28-12-1996,597184,126675,18096490,13
Chrompet,1220,114,2.0,1.0,4,2,14-06-1995,229781,55148,9191250,7
Anna Nagar,1616,76,1.0,1.0,4,2,28-08-2004,484216,132059,14673210,4
Chrompet,1015,25,1.0,1.0,3,0,19-05-1998,235039,142702,8394250,7
Velachery,1769,50,2.0,1.0,4,2,10-03-2001,341756,143897,8993590,15
Chrompet,1264,44,2.0,1.0,4,2,11-03-2001,302485,160695,9452650,7
Velachery,1941,85,3.0,2.0,5,2,22-01-1997,343222,90853,10094760,15
Chrompet,1269,0,2.0,1.0,4,0,20-12-1969,267212,116905,8350380,7
Karapakkam,1650,110,2.0,2.0,4,2,27-09-1991,371520,213624,9288000,12
T Nagar,1639,140,1.0,1.0,4,2,20-07-1969,546721,150348,13668020,13
Velachery,1939,196,3.0,2.0,5,0,16-05-1988,533256,201772,14412320,15
Velachery,1908,144,3.0,2.0,5,2,04-12-1964,583999,275777,16222200,15
Chrompet,1142,131,1.0,1.0,3,2,09-01-1999,338069,128233,11657540,7
Chrompet,949,163,1.0,1.0,3,2,12-04-1979,278681,92894,8444880,7
Chrompet,787,57,1.0,1.0,2,0,15-08-1986,260771,30089,10029650,7
Karapakkam,1316,183,1.0,1.0,3,2,11-09-1979,300696,106128,8844000,12
KK Nagar,2060,197,3.0,2.0,5,2,08-04-1980,883743,396783,18035580,9
Chrompet,976,44,1.0,1.0,3,0,05-08-2005,254866,154740,9102370,7
Karapakkam,1357,34,2.0,2.0,4,0,21-11-1994,414391,235195,11199750,12
KK Nagar,2428,48,4.0,2.0,6,0,11-01-2003,783633,223895,18657920,9
Chrompet,1201,87,2.0,1.0,4,0,06-08-1991,468723,234362,14647600,7
Velachery,1634,198,2.0,1.0,4,2,23-04-1988,278316,179559,8977940,15
Adyar,1097,131,1.0,1.0,3,0,16-04-1992,515139,115906,12878485,0
Anna Nagar,1542,52,1.0,1.0,4,2,11-10-1987,331870,80107,11443800,4
Adyar,795,9,1.0,1.0,2,2,19-01-1981,193854,37520,6253350,0
Velachery,1656,53,2.0,1.0,4,0,28-07-1963,404114,188587,13470470,15
Karapakkam,1173,143,1.0,1.0,3,0,13-01-1992,356818,58256,7282000,12
Chrompet,999,118,1.0,1.0,3,2,09-11-1976,287166,126353,11486650,7
Chrompet,1002,132,1.0,1.0,3,2,05-06-1983,269568,102250,9295440,7
Velachery,1873,178,3.0,2.0,5,2,20-03-1969,353261,91164,11395530,15
Karapakkam,670,198,1.0,1.0,2,0,02-12-1988,193741,91172,5698250,12
KK Nagar,1355,58,2.0,1.0,4,0,26-12-1987,571887,116977,12997440,9
KK Nagar,1942,182,3.0,2.0,5,2,14-02-1988,757649,131765,16470640,9
KK Nagar,2225,65,4.0,2.0,6,0,26-03-2001,371201,82489,10311140,9
KK Nagar,1540,24,2.0,1.0,4,0,14-04-2002,272678,93733,8521180,9
Anna Nagar,1677,119,1.0,1.0,4,2,15-08-2007,363866,90966,11370800,4
KK Nagar,2453,165,4.0,2.0,6,2,19-02-2004,499204,318936,13866780,9
Adyar,1248,157,2.0,2.0,4,0,01-09-1984,342587,22102,11051205,0
Chrompet,1290,168,2.0,1.0,4,0,07-11-2004,255124,75592,9449050,7
Adyar,854,54,1.0,1.0,3,2,04-02-1976,441832,71648,11941410,0
Karapakkam,1080,48,1.0,1.0,3,0,06-09-1995,191771,92980,5811250,12
Chrompet,704,43,1.0,1.0,2,0,22-01-1994,213446,57466,8209450,7
Karapakkam,525,21,1.0,1.0,2,0,15-06-2003,114011,52383,3081375,12
Velachery,1837,20,3.0,2.0,5,0,25-04-1993,398051,122477,10206440,15
KK Nagar,2284,114,4.0,2.0,6,0,14-06-1996,752460,183527,18352680,9
Chrompet,876,43,1.0,1.0,3,0,15-03-1983,231967,119725,7482800,7
Chrompet,813,107,1.0,1.0,3,2,07-10-1977,336386,73584,10512050,7
Karapakkam,1246,83,1.0,1.0,3,2,07-10-1979,251178,170153,8102500,12
KK Nagar,1410,19,2.0,1.0,4,2,29-09-1984,353611,88403,9822520,9
T Nagar,1962,164,2.0,1.0,5,0,15-12-1970,474046,215475,14365020,13
Anna Nagar,1710,59,1.0,1.0,4,0,18-11-1989,301591,75398,10771100,4
Chrompet,867,139,1.0,1.0,3,0,02-03-1987,285849,32983,10994200,7
Velachery,1727,14,2.0,1.0,4,2,13-09-1975,513631,295727,15564570,15
Karapakkam,1101,99,1.0,1.0,3,0,08-10-2003,138180,55272,3948000,12
Anna Nagar,1721,171,1.0,1.0,4,0,26-10-1975,373817,90622,11327800,4
Anna Nagar,1623,183,1.0,1.0,4,2,29-12-1979,323228,116362,12929130,4
Anna Nagar,1684,5,1.0,1.0,4,2,02-10-1971,416027,100855,12606890,4
Anna Nagar,1671,20,1.0,1.0,4,2,30-12-1997,538489,167117,18568580,4
Chrompet,1279,56,2.0,1.0,4,2,30-06-1969,298027,27940,9313330,7
KK Nagar,1737,173,2.0,1.0,4,0,03-04-1991,670850,137219,15246580,9
Anna Nagar,1719,62,1.0,1.0,4,0,05-12-1981,668856,229322,19110170,4
Velachery,1543,42,2.0,1.0,4,2,09-10-1963,284890,117308,8379110,15
KK Nagar,1650,72,2.0,1.0,4,0,08-04-2003,537018,268509,14917160,9
KK Nagar,2454,184,4.0,2.0,6,2,15-10-1988,852466,475795,19824800,9
Velachery,1631,26,2.0,1.0,4,0,22-08-1993,471628,203947,12746690,15
Anna Nagar,1823,94,2.0,1.0,5,0,31-08-2003,409894,273263,15181250,4
KK Nagar,1879,45,3.0,2.0,5,0,10-11-1995,515012,137336,11444700,9
Chrompet,862,124,1.0,1.0,3,0,16-10-1991,208353,86215,7184600,7
Chrompet,1197,29,1.0,1.0,3,0,30-01-1981,260902,109411,8416200,7
Karapakkam,1187,60,1.0,1.0,3,2,23-01-1984,532532,302575,12103000,12
Karapakkam,1409,116,2.0,2.0,4,2,27-05-1996,409470,130286,9306125,12
Velachery,1696,110,2.0,1.0,4,0,05-10-1964,303588,133936,8929050,15
Karapakkam,1075,46,1.0,1.0,3,0,24-06-2005,474191,257713,10308500,12
Chrompet,1113,160,1.0,1.0,3,2,29-08-1997,436410,183011,14077750,7
Adyar,1027,14,1.0,1.0,3,2,06-10-2000,352257,99072,11008020,0
Chrompet,777,59,1.0,1.0,2,0,05-02-1998,242483,128819,7577590,7
Karapakkam,1657,81,2.0,2.0,4,0,02-04-1983,283891,72793,7279250,12
Karapakkam,1681,2,2.0,2.0,4,2,15-07-1963,394758,205603,8224125,12
Adyar,1061,75,1.0,1.0,3,0,20-02-1978,338795,141164,9410965,0
Karapakkam,1301,40,1.0,1.0,3,0,22-06-1978,308206,140703,6700125,12
Chrompet,762,133,1.0,1.0,2,2,02-04-1990,252022,126011,9000790,7
Karapakkam,1046,175,1.0,1.0,3,0,20-02-1966,159579,57626,4432750,12
KK Nagar,2423,164,4.0,2.0,6,2,13-05-1982,981117,451314,19622340,9
Chrompet,940,160,1.0,1.0,3,0,02-08-1974,292418,167096,10443500,7
Velachery,1971,150,3.0,2.0,5,2,22-07-1968,545137,363424,18171220,15
Chrompet,851,7,1.0,1.0,3,2,04-10-2005,326565,200963,12560200,7
Velachery,1867,160,3.0,2.0,5,0,16-08-2000,320112,192067,9146050,15
Anna Nagar,1858,18,2.0,1.0,5,2,20-03-1993,384148,137196,13719580,4
Karapakkam,1176,178,1.0,1.0,3,0,28-09-1962,271666,106016,6626000,12
Adyar,1144,81,1.0,1.0,3,2,02-07-1993,305818,96114,8737670,0
Karapakkam,719,156,1.0,1.0,2,0,02-02-2000,265872,121858,5539000,12
KK Nagar,1308,197,1.0,1.0,3,2,23-07-1993,569333,213500,11861100,9
Chrompet,1096,179,1.0,1.0,3,2,26-01-1973,261033,90357,10039720,7
T Nagar,1881,140,2.0,1.0,5,2,24-11-1967,611255,337244,21077760,13
Anna Nagar,1601,142,1.0,1.0,4,2,13-02-1974,708471,134035,19147860,4
Velachery,1638,133,2.0,1.0,4,0,09-10-1972,534842,164567,13713910,15
Karapakkam,1538,119,2.0,2.0,4,0,11-03-2005,334969,89325,7443750,12
Chrompet,724,36,1.0,1.0,2,0,04-02-1983,204007,84417,7034730,7
Velachery,1692,145,2.0,1.0,4,0,16-01-1972,344772,88403,8840300,15
KK Nagar,1650,192,2.0,1.0,4,0,07-09-1993,627676,256776,14265360,9
Karapakkam,1089,160,1.0,1.0,3,2,03-12-2003,253170,109707,8439000,12
Velachery,1528,180,2.0,1.0,4,2,01-07-1958,311169,138297,8643590,15
T Nagar,1512,163,1.0,1.0,4,2,20-02-1972,295274,204420,11356690,13
KK Nagar,1790,13,3.0,2.0,5,0,23-06-1997,584426,239764,14985280,9
Adyar,711,63,1.0,1.0,2,2,15-07-1987,268634,109133,8394815,0
Chrompet,1174,51,1.0,1.0,3,0,14-03-1993,279057,125094,9622650,7
Karapakkam,866,111,1.0,1.0,2,2,21-12-1973,447971,136339,9738500,12
Adyar,1082,64,1.0,1.0,3,2,28-03-1984,502993,106696,15242220,0
Karapakkam,684,123,1.0,1.0,2,2,18-01-1996,171191,70232,4389500,12
Chrompet,913,59,1.0,1.0,3,2,11-01-1974,347912,57985,11597050,7
Karapakkam,624,94,1.0,1.0,2,2,19-09-1960,282429,67537,6139750,12
Chrompet,762,166,1.0,1.0,2,0,06-01-1972,207603,71364,6487600,7
Velachery,1722,155,2.0,1.0,4,0,29-01-1963,372270,85909,9545390,15
Adyar,1223,88,2.0,2.0,4,0,10-04-1981,267744,69095,8636890,0
KK Nagar,1822,62,3.0,2.0,5,2,20-10-1985,620229,248092,15505720,9
Anna Nagar,1793,146,1.0,1.0,4,0,15-01-1980,450955,212214,13263370,4
Velachery,1742,147,2.0,1.0,4,0,10-08-1966,487709,231020,12834440,15
KK Nagar,1990,192,3.0,2.0,5,2,10-12-2002,506581,153152,11780960,9
Karapakkam,614,66,1.0,1.0,2,0,16-02-1989,175590,48775,4877500,12
Karapakkam,1654,188,2.0,2.0,4,0,24-01-1982,309099,75390,7539000,12
Adyar,1231,139,2.0,2.0,4,2,05-06-1974,379447,97572,10841340,0
Chrompet,802,182,1.0,1.0,3,2,23-06-1999,311944,150594,10756700,7
T Nagar,1984,5,2.0,1.0,5,0,22-09-1965,341770,197175,13144990,13
Chrompet,868,156,1.0,1.0,3,2,26-11-1995,276485,147459,9216160,7
KK Nagar,1445,113,2.0,1.0,4,0,23-01-1992,426591,155124,9695260,9
Chrompet,888,125,1.0,1.0,3,0,17-08-1987,243281,139018,8688600,7
Chrompet,1052,45,1.0,1.0,3,2,03-02-1973,283632,44317,8863490,7
Chrompet,703,145,1.0,1.0,2,2,12-07-1972,339632,101889,11321050,7
Karapakkam,1034,13,1.0,1.0,3,2,31-05-1976,289000,207719,9031250,12
T Nagar,1561,8,1.0,1.0,4,2,01-07-1969,377902,170666,12190400,13
Anna Nagar,1554,196,1.0,1.0,4,0,30-09-1987,525545,108733,18122230,4
Adyar,1089,18,1.0,1.0,3,2,01-07-1984,293495,45153,7525505,0
Chrompet,885,106,1.0,1.0,3,2,19-07-1977,222183,32916,8229000,7
KK Nagar,1689,3,2.0,1.0,4,0,14-04-1996,405772,207834,9896880,9
Karapakkam,782,124,1.0,1.0,2,2,30-08-1979,227639,107829,5990500,12
Anna Nagar,1837,66,2.0,1.0,5,2,25-12-1969,673952,314511,22465060,4
Chrompet,1121,127,1.0,1.0,3,0,25-03-1990,281054,42584,8516800,7
KK Nagar,1974,199,3.0,2.0,5,2,08-05-1999,751181,367599,15982580,9
Chrompet,704,169,1.0,1.0,2,0,24-12-1994,229663,122009,7176980,7
Karapakkam,1412,84,2.0,2.0,4,0,24-10-1970,368939,114195,8784250,12
Chrompet,1237,17,2.0,1.0,4,0,08-02-1982,317871,28897,9632440,7
KK Nagar,1549,121,2.0,1.0,4,0,23-04-1984,659536,107679,13459920,9
Chrompet,968,52,1.0,1.0,3,0,25-01-1987,211229,52807,7543900,7
Velachery,1500,191,2.0,1.0,4,2,17-07-1978,311823,91713,9171270,15
KK Nagar,1784,162,3.0,2.0,5,2,07-09-2001,549099,125508,15688540,9
Anna Nagar,1952,163,2.0,1.0,5,2,19-09-1998,629036,238600,21690890,4
Adyar,1135,174,1.0,1.0,3,2,24-07-1986,311567,85681,7789175,0
T Nagar,1973,80,2.0,1.0,5,2,21-11-1984,517338,68071,13614160,13
Chrompet,982,193,1.0,1.0,3,0,09-12-1986,247259,131356,7726850,7
KK Nagar,2178,188,3.0,2.0,5,0,16-08-1999,756135,386469,16803000,9
